(u'Dallas, TX', '|', u'@rogerthatone @RickCanton @cciedotnyc @blaubok @ariarmstrong Rest assured you sheep will be very disappointed because Trump will prevail', 'Trump')
(u'Newark, NJ', '|', u"Of 4,844 contributions totaling $102 mil Trump donated in last 5 yrs, not a single 1 was a gift of Trump's own money https://t.co/NFSJwbikBf", 'Trump')
(u'South Hempstead, NY', '|', u'@POTUS @realDonaldTrump u need2 improve ur inside game, ground game, organization, email etals Trump u lose u have no one2blame but urself', 'Trump')
(u'Illinois, USA', '|', u'SO WILL TED CRUZ COMING UP,RNC TRYING TO DENY TRUMP BY NOT LETTING CONCITIZENS VITE FOR GODS SAKE YOU SOB BASTARD!! https://t.co/i1JgbCxhMA', 'Trump')
(u'Queens, NY', '|', u'@tkdmike @realDonaldTrump @foxandfriends They all favor a "wide Stance"?', 'Trump')
(u'New York, USA', '|', u'@realDonaldTrump @KWaters10 @HillaryClinton @tedcruz these r masters of disaster,OBAMA made CHange all right! Hillary was his puppet', 'Trump')
(u'Gaithersburg, MD', '|', u'Get Involved https://t.co/b2FytSGeMB @Citizens4Trump', 'Trump')
(u'Indiana, USA', '|', u'https://t.co/R6tv16JIrf @DanScavino @realDonaldTrump @CLewandowski_  #TrumpTeam #TrumpTrain #TrumpforPresident 2016 #MakeAmericaGreatAgain', 'Trump')
(u'Distrito de Columbia, USA', '|', u'@NewDay @benfergusonshow trump is not democracy is a political talk bad and dirty words not respect the American people', 'Trump')
(u'Lakewood, CO', '|', u'Caucus goers did vote. Many polls Cruz won.  Trump chose not to campaign here &amp; ditched his supporters. #copolitics  https://t.co/JxJNJG6K1J', 'Trump')
(u'North Carolina, USA', '|', u"@Morning_Joe @morningmika Eric Trump and Ivanka didn't register in time to vote in NY. #lowinformationvoters", 'Trump')
(u'Wilton, IA', '|', u'This tweet speaks for itself.\n#NeverTrump \n#NYPrimary \n#California Primary https://t.co/EW7eB7rp4q', 'Trump')
(u'West Des Moines, IA', '|', u"@TheRickWilson ha. The only reason I listen to Trump at all is b/c I love picking apart his grammar.  It's the teacher in me!", 'Trump')
(u'Newark, NJ', '|', u"A must-read on the truth of @realDonaldTrump's philanthropy that raises many Qs about Trump's charitable giving: https://t.co/NFSJwbikBf", 'Trump')
(u'Maryland, USA', '|', u'Dollars to donuts only Trumpkins will give a shit.  The rest of America?  Meh. https://t.co/EShOheQ4EB', 'Trump')
(u'North Bellmore, NY', '|', u"@TheFix 3rd party run would be less embarrassing for the Donald (assuming Trump's kids are registered to vote in a general election)", 'Trump')
(u'Independence, IA', '|', u'@FoxNewsInsider @realDonaldTrump @foxandfriends third party trump , Cruz will never win', 'Trump')
(u'Schenectady, NY', '|', u'The Capital Region is a political battleground today with Trump and Bernie in town today! Anyone going? #Albany #Trump #BernieSanders', 'Trump')
(u'Manhattan, NY', '|', u"The fact that The Purge 2 is using @realDonaldTrump's slogan in their new trailer is perfection.", 'Trump')
(u'Tuckahoe, VA', '|', u'@1140WRVA Trump chalking hits VCU https://t.co/uLJIn9zXuw', 'Trump')
(u'South Carolina, USA', '|', u'@realDonaldTrump Obama is the one who stopped WB. This is used in trng.. Navy Seals. Conscript Gitmo residents into USN Seal Training.', 'Trump')
(u'Bridgewater, MA', '|', u'@Trumped_Up_App https://t.co/TjjxDh3q4T', 'Trump')
(u'Lexington, SC', '|', u'#My2WordNightmare President Trump https://t.co/HASdeKxfUG', 'Trump')
(u'Manhattan, NY', '|', u'@RickCanton @ultraconcept @blaubok @bronco581 @cciedotnyc @ariarmstrong, which "debate" did you watch @realDonaldTrump?, platform 4 insults', 'Trump')
(u'Homeland Park, SC', '|', u'@ljcambria Looks like Indiana GOPe hates Trump. Look for #voterslots to be tightened against Trump there https://t.co/tjaLpAd9L9', 'Trump')
(u'Virginia, USA', '|', u'Tired of hearing #Trump say "Lyin\' Cruz" when his own record is full of lies. Be in the know @PolitiFact. https://t.co/ZalxN5ql9V', 'Trump')
(u'Battle Creek, MI', '|', u'@realDonaldTrump @autoprofessor17 Only fools watch fox and friends though, so that judgment is defective.', 'Trump')
(u'New York, USA', '|', u'@RedGalBlueState @realDonaldTrump @TimeHasCome1 @WayneDupreeShow @ThePatriot143  Why the flag if you hate democratic representation so much?', 'Trump')
(u'Pennsylvania, USA', '|', u'Please read, RT and BLOCK @Campaign_Trump \U0001f447\U0001f447 https://t.co/dWWxE6DiXF', 'Trump')
(u'South Lockport, NY', '|', u"Two head Ted is not for our constitution if he was he wouldn't be running ! He wants world order ,he wants to rule the world ! Vote Trump", 'Trump')
(u'Manhattan, NY', '|', u"@PastryPlate if you're registered dem/indy, you can still vote for whomever you want to in general election. trumps have given money to Ds", 'Trump')
(u'Jackson, MI', '|', u'@KeithOlbermann @realDonaldTrump @SopanDeb that IS a form of epic idiocy!', 'Trump')
(u'Kentucky, USA', '|', u'@FoxNewsInsider @realDonaldTrump @foxandfriends No shit, really ??', 'Trump')
(u'New York, USA', '|', u"@Connord0ughh someone in my forensics class is talking about how they're going to the Trump rally and I just lost 8 brain cells ;...(", 'Trump')
(u'Hampton Township, PA', '|', u"Cruz, Trump, Kasich scrounge for GOP convention delegates\n\nhttps://t.co/lIHij3kFEJ the 'Earners', always the 'Scroungers'. That's the GOP.", 'Trump')
(u'Connecticut, USA', '|', u"I'm no huge Trump supporter, buy if there is a violent revolution that counter's the @GOP's undemocratic swindling, I won't feel sorry 4 'em", 'Trump')
(u'Missouri, USA', '|', u'@CNNPolitics @tomlobianco @realDonaldTrump She Would Make A Great Vice President', 'Trump')
(u'Bloomfield, NJ', '|', u'Trump\u2019s support transcends his personality N IS A movement. If Republican Party denys him- We will not return to the Rep.Prty.@glennbeck', 'Trump')
(u'Lynbrook, NY', '|', u"Trump has often bragged how he has used the system to his advantage. He hasn't learned this system. https://t.co/zBEvkjzrAE", 'Trump')
(u'Columbus, OH', '|', u'Trump does know how to use the Fair and Balanced network @foxandfriends to peddle his hysterical lies. https://t.co/LJSzUJvTsF', 'Trump')
(u'Plano, IL', '|', u'Great point! #NeverTrump  https://t.co/erDnygQK2W', 'Trump')
(u'South Lockport, NY', '|', u"Ya you did it ! I hope it comes back and bites you in the ass for me , I'm wearing my cowboy boots with Truth Trump  https://t.co/As46MAZKY1", 'Trump')
(u'West Des Moines, IA', '|', u'@BretBaier so you did the big special presentation on Trump which aired all weekend. Do the other candidates receive the same? #NeverTrump', 'Trump')
(u'Tuscaloosa, AL', '|', u'@realDonaldTrump @RedVote2016 @Billright50 @NationChangers I am so angry. They r taking delegates &amp; giving to Cruz even though Trump won.', 'Trump')
(u'Huntington, NY', '|', u'@MarkHalperin I see Kasich was left out of Poll even though polls show he would beat Dem candidate and neither Trump or Cruz will.', 'Trump')
(u'Distrito de Columbia, USA', '|', u'@NewDay @Phil_Mattingly trump speaks a lie do not you go never win if you get lost and you cry a lot as a baby', 'Trump')
(u'Broomfield, CO', '|', u"@cologop and Armstrong are idiots! Don't worry folks, stealing votes will lead to a Hillary WH. we will follow @realDonaldTrump to 3rd party", 'Trump')
(u'Massachusetts, USA', '|', u'#My2WordNightmare\nPresident Trump', 'Trump')
(u'Pennsylvania, USA', '|', u"We're a Republic, #trump, not a Democracy. Your campaign should know the system. Whining won't get you anywhere. Take responsibility.", 'Trump')
(u'Waukegan, IL', '|', u"All Trump does is whine showing he doesn't know how to play the game.  The Art of the Squeal. https://t.co/yHFlQmJ91S", 'Trump')
(u'Georgia, USA', '|', u'@gntlman  I thought Cruz was better than Hillary or Bernie....but his constant sucking up to Trump makes me question his integrity.', 'Trump')
(u'Lincroft, NJ', '|', u'My poli sci teacher is straight up just roasting Donald trump #lit', 'Trump')
(u'Illinois, USA', '|', u'@TrueEO @sandyaschneider @GOPjenna @realDonaldTrump Kasich should drop out and be a part of the Trump team. He is a smart man.Balance budget', 'Trump')
(u'Vermont, USA', '|', u'@GOP  @PaulRyanSpeakerTrump wins states by votes, then get non-representative delegates? Cruz gets them by bribing! No Trump No Vote!', 'Trump')
(u'New York, USA', '|', u"@realDonaldTrump IF THIS CLOWN LY'IN TED ONLY HAD 2 VOTES,THEY STILL SAY HE WON,THEY ALWAYS GOT A 3RD PARTY TO HIDE BEHIND. FOLLOW THE MONEY", 'Trump')
(u'Virginia, USA', '|', u'#2016Candidates, #Republicans, #Democrats, #TedCruz, #Trump https://t.co/yxEziwJWYS', 'Trump')
(u'North Carolina, USA', '|', u'.@clologop # NEVER TRUMP @tedcruz    https://t.co/hxU5EBgeAg  via @YouTube #CruzSexScandal https://t.co/ehB0r0pyIE', 'Trump')
(u'West Virginia, USA', '|', u'Trumps actions, divorces, bankruptcies,fraud charges, RICO investigation, bribery , these are trumps actions https://t.co/mmmlulbtm2', 'Trump')
(u'Alexandria, VA', '|', u'For someone who claims to be a "great deal maker," @realDonaldTrump sure does get out smarted &amp; out organized a lot. #justsaying', 'Trump')
(u'West Buechel, KY', '|', u'Trump needs to make better deals in order to get these delegates. That\'s what "winners" like him are supposed to do. https://t.co/K4fev9FWyT', 'Trump')
(u'Collierville, TN', '|', u"@GSDSRULE1 @foxandfriends @BretBaier Tell me, if Trump weren't running, they would have done this to Cruz.  You ok w/that?", 'Trump')
(u'Pennsylvania, USA', '|', u"@Morning_Joe @RepKinzinger @MSNBC That isn't what Trump said. How does no one hold themselves accountable for speaking truth anymore?", 'Trump')
(u'Edison, NJ', '|', u'@FoxNews @realDonaldTrump @foxandfriends @#@reele.iz as syimpull.as.celluler.votes', 'Trump')
(u'Denver, CO', '|', u"@realDonaldTrump's giving not so real? WashPo nails it. https://t.co/I1kA4XWV6C https://t.co/zZU5e9OxGb", 'Trump')
(u'Saratoga Springs Civic Center', '|', u'At a conference. Kasich is coming to the area later, so it is covered in Trump signs. Classy. The classiest perhaps. https://t.co/CPH477FmRp', 'Trump')
(u'South Lockport, NY', '|', u"If I'm shot , it's CRUZ who did it the lying two head Ted he is ! There trying everything else to stop me ! Never open emails ! Vote Trump", 'Trump')
(u'Philadelphia PA', '|', u'If Trump wins the nominee I\u2019m getting a MAGA visor', 'Trump')
(u'Ferndale, MI', '|', u'The Establishment is desperate to keep their perks and jobs.\n#Trump train https://t.co/mbFeoe5BXG', 'Trump')
(u'Nashua, NH', '|', u'@marylynne1 @fabaceae \n\n@SenJohnMcCain is a bitter old man, humiliated by Trump &amp; angry at not ever being prez.\n\nneeds 2b hooked off stage', 'Trump')
(u'South Carolina, USA', '|', u'@tedcruz @realDonaldTrump @macstar2 Ted Cruz you are like an ins. company when a claim is filed. Deny the claim, people will quit or forget', 'Trump')
(u'Portland, ME', '|', u'@Danny_Willett @P_J_Willett @Nicolewillett88 Only one thing trumps a #Masters victory. Cigars all around. Rumor: name change to Augustus?', 'Trump')
(u'Edison, NJ', '|', u'@FoxNews @realDonaldTrump @foxandfriends @#@its reele az syimpull.as.celluler.votes, lyike voting.in.dancing.wyth the STARZ....MRMM', 'Trump')
(u'West Virginia, USA', '|', u"The liberals that support #sleazydonald would be going for Hillary if trump wasn't in the race, never a conservative https://t.co/n0TZc9qBjq", 'Trump')
(u'Queens, NY', '|', u"MENTIROSO#LADRON#SUCIO#ADULTERO. I'M HISPANIC MY SUPPORT TO TRUMP https://t.co/Wy3NkLJfXU", 'Trump')
(u'Lansing, MI', '|', u'How long can my constitutionalism and democracy prof make it without mentioning Trump in class?  The world may never know', 'Trump')
(u'Neenah, WI', '|', u'Wow,Trump supporter at work FINALLY fed up! Embarrassed by the Colorado cry-baby crap. Wants to back a winner not a whiner. Looking at Cruz.', 'Trump')
(u'Dallas, TX', '|', u'@realDonaldTrump @foxandfriends just another trump lackeys #NeverTrump', 'Trump')
(u'South Hempstead, NY', '|', u"Isn't it because @JohnKasich will be@CNNPolitics: @realDonaldTrump says his daughter Ivanka won't be his running mate", 'Trump')
(u'Maryland, USA', '|', u'@Megs_USA @Morning_Joe @RepKinzinger Banning Muslims from our country preferable to GOP shock and awing  them in theirs. &amp;they crucify trump', 'Trump')
(u'Wilton, IA', '|', u"@ariarmstrong \n#DonaldTrump got beat in #Colorado fair and square.\nAnd he's not very happy about it.\n#ChooseCruz https://t.co/8JZuzWVtbz", 'Trump')
(u'Bel Air, MD', '|', u'Wake up both parties are corrupt at least Trump tells the truth one chance to get away-from corruption \U0001f1fa\U0001f1f8Trump\U0001f1fa\U0001f1f8 https://t.co/puTv37QatH', 'Trump')
(u'South Hempstead, NY', '|', u'Shocking@FoxNews: .@realDonaldTrump slams GOP system after Cruz sweeps https://t.co/Xxvoaa5EXS @foxandfriends https://t.co/8G5shHpU5o"', 'Trump')
(u'California, USA', '|', u'@TrumpNewMedia He is a political nightmare and embarrassment allover the globe to our nation https://t.co/gjBosnF5ZL https://t.co/VkZZs1yghT', 'Trump')
(u'Mooresville, NC', '|', u'Hillary is scared to run against Trump, if she can even run.  https://t.co/6NOhvvNIWJ', 'Trump')
(u'Alabama, USA', '|', u'@ScarletRoseRed @thumbug @fubaglady @realDonaldTrump. So the electors r selling themselves for favors? Is that what u mean?', 'Trump')
(u'Tell City, IN', '|', u'@FoxNewsSunday @FoxNews @POTUS #trumpwillkeepussafe', 'Trump')
(u'Dallas, TX', '|', u'@realDonaldTrump @TimeHasCome1 @WayneDupreeShow @ThePatriot143 whine whine whine', 'Trump')
(u'Chicago, IL', '|', u'@Ole_Joe_Clark @diefledermausro @DaveRamsey @kendellmarvel let me guess, you are a Trump supporter?', 'Trump')
(u'Plano, IL', '|', u'#NeverTrump  https://t.co/5854Sf60wm', 'Trump')
(u'Columbus, GA', '|', u"look who's against Donald Trump, Mexico, Saudi Arabia, Japan, Germany,they don't want to pay us money for our services.we protect them free.", 'Trump')
(u'Arlington, TX', '|', u'Lmaoooo I found this video where we were drunk and I was telling @RealFinnn he looks like Donald trump', 'Trump')
(u'Ferndale, MI', '|', u'And has the guts to take it on, with his own money! For the people! Not to further his job. #Trumptrain \n# https://t.co/q2tY6x9g9B', 'Trump')
(u'East Meadow, NY', '|', u"#NewDay If you want to change the system, then change it. Right now each state gets to decide for itself. Trump doesn't lose well. #CruzCrew", 'Trump')
(u'Lawrence, NJ', '|', u'#HillarySoQualified #bernie #trump #cruz take a read supporters https://t.co/EPNxAlkVqS', 'Trump')
(u'West Virginia, USA', '|', u'The Bronx is 90% liberal and 70% illiterate the prefect trump base  https://t.co/lSdD8Ydx9y', 'Trump')
(u'Jackson, MI', '|', u"@thedailybeast Trump's brownshirts will goose-step into the convention center, by the ranks in double file.", 'Trump')
(u'Benton, LA', '|', u'Need a little cheese with that "whine" @realDonaldTrump \U0001f602 https://t.co/JaASVSXdVb', 'Trump')
(u'Indiana, USA', '|', u'@DanScavino @realDonaldTrump @CLewandowski_ https://t.co/HNGnUYXFKX', 'Trump')
(u'Paradise, NV', '|', u'@hillbillyibe @realDonaldTrump @foxandfriends https://t.co/feWbmSJpUB', 'Trump')
(u'Pikesville, MD', '|', u'https://t.co/qd92po1YR1 Trumped-up charges against the Son of God. Pilate asked him, Art thou the King of the Jews? ...Thou sayest it.', 'Trump')
(u'Manalapan, NJ', '|', u"@MichaelCohen212 @DanScavino @realDonaldTrump Final results are in. This is why you can't believe the media. https://t.co/3WKSr38K6d", 'Trump')
(u'East Meadow, NY', '|', u'#NewDay You want to talk competency? Trump proving that he is very incompetent!', 'Trump')
(u'Kentucky, USA', '|', u'#Trump in 2016 Temp:58.1\xb0F Wind:6.5mph Pressure: 30.03hpa Rising slowly Rain Today 0.00in.  Forecast: Fine weather', 'Trump')
(u'Bloomfield, NJ', '|', u'@GoodspeakOut @tedcruz GOP COLORADO CONVENTION TWEETED #STOPTRUMP- THEY continue to real themselves-The majority do not want him....', 'Trump')
(u'Brooklyn, NY', '|', u'TFW you realize the plot of V for Vendetta matches the timeline for a Trump election almost perfectly https://t.co/BrGRVLYLaO', 'Trump')
(u'Georgia, USA', '|', u'"I don\'t think he can tell Shi\'ite from Shinola."--Dick Cavett on Donald Trump', 'Trump')
(u'Vermont, USA', '|', u'@FoxNews @foxandfriends\nTRUMP IS CORRECT THE DELIGATE SYS NEED TO GO\nCAUCUSES ARE INHERENTLY DISHONEST\nTECH OUTPERFORMS ANTIQUE SYSTEM', 'Trump')
(u'Wind Lake, WI', '|', u"@Andy Dear Andy, I'm a huge liberal and fan of you and your show. I was shocked when Teresa G said she would vote trump? Can she vote? Felon", 'Trump')
(u'Secaucus, NJ', '|', u"@realDonaldTrump mr president trump it won't matter I GUARANTEE one thing you will have 1240 delegates by June 7th! GUARANTEED!!", 'Trump')
(u'Paradise, NV', '|', u'@trump_world @realDonaldTrump https://t.co/u7nMTBIquP', 'Trump')
(u'Columbus, GA', '|', u"Besides countries I just listed ,that doesn't want Donald Trump in, are all the GOPe &amp; the Democrats because it will upset the gravy train.", 'Trump')
(u'Arlington, TX', '|', u'@realDonaldTrump @autoprofessor17 \ntrumptrainwreck', 'Trump')
(u'Avenel, NJ', '|', u'@realDonaldTrump ok do hope u can turn this Country around. Go Donald Trump', 'Trump')
(u'North Carolina, USA', '|', u'.@cologop  #NEVER TRUMP .@tedcruz  https://t.co/hxU5EBgeAg  via @YouTube #CruzSexScandalMP https://t.co/OrOm8OE50z', 'Trump')
(u'Copiague, NY', '|', u'#buyingdelegatesfortrump', 'Trump')
(u'Virginia, USA', '|', u'.@TruckChick24 @HottiesForTrump @Larouti The delegate from Douglas County, CO who got bumped. https://t.co/SqadhZlrZq', 'Trump')
(u'South Bend, IN', '|', u"ask yourself: is @HillaryClinton really better than Trump? I don't think so.", 'Trump')
(u'Plano, IL', '|', u'and calls them unfair. Is this what he would do if in negotiations with other countries? Unfair! Unfair! #NeverTrump https://t.co/EWYpfYD6do', 'Trump')
(u'East Meadow, NY', '|', u'#NewDay Paladino making empty accusations that Cruz is buying off delegates? Trump campaign is shameful.', 'Trump')
(u'Spencerport, NY', '|', u'@PANYGAFLgirl @realDonaldTrump @RealBenCarson get Gilder book this week. https://t.co/rhP8yWYyoH', 'Trump')
(u'Philadelphia, PA', '|', u'@kath_krueger @TPM trump lied and said you had to change party affiliations over a yr ago and it was just a month ago', 'Trump')
(u'Indiana, USA', '|', u'@DanScavino @realDonaldTrump @CLewandowski_ https://t.co/zJrxnyGJMB', 'Trump')
(u'Oklahoma, USA', '|', u'Trumps right. Colorado was rigged for lying @tedcruz #CruzVoterFraud  https://t.co/vblyQkBMt4', 'Trump')
(u'California, USA', '|', u"@NeilTurner_ @realDonaldTrump Congress DID pass a law 2 build the wall, &amp; money 4 it. But it isn't being enforced. Unlike the AHCA which is", 'Trump')
(u'Colorado Springs, CO', '|', u'@realDonaldTrump All 16 candidates going to combine and vote Cruz. Voting for you cause Wash needs a shakeup', 'Trump')
(u'Bedford, TX', '|', u'@JennyAFox4 @FoxNews This is just Trump whining about losing the delegates. Want some cheese with that whine?', 'Trump')
(u'Chicago, IL', '|', u"@realDonaldTrump @CBSNews  why .@SpeakerRyan in Osama Bln Laden's #SaudiArabia 4*6*16? GAS PRICE too CHEAP for USA? Weapons?", 'Trump')
(u'New York, USA', '|', u'@1tiffanyl @realDonaldTrump @KWaters10 @HillaryClinton @tedcruz IF THIS IS ALL TRUE,WHO WILL DIE NEXT?IM SURE THERE NOT GOING LET 1 STAND IN', 'Trump')
(u'Chicago, IL', '|', u'#Univision  #Telemundo #NYPrimary #realdonaldtrump #foxnews #FoodStamp cutbacks hit those in need hard, pantries https://t.co/KrpTmrCNC2', 'Trump')
(u'Stow, OH', '|', u'@NewDayCNN @ChrisCuomo Paladino - Really? Why r Trump surrogates ill-equipped 2 speak, have no clue about how things work. Trump 2. SMH', 'Trump')
(u'North Carolina, USA', '|', u'@worldnetdaily @realDonaldTrump @Bikers4Trump \nGame time folks WeThePatriots CAN NOT let GOP/RNC steal election from Trump -Its 3rdPartyTime', 'Trump')
(u'Fountain Hills, AZ', '|', u'Trump failing on basic math https://t.co/ecJxevbvSP', 'Trump')
(u'West Virginia, USA', '|', u'Then explain what trump will be doing for the almost $billion that he owes Wall Street banks ?  https://t.co/UoxVf5ynja', 'Trump')
(u'Kensington, CT', '|', u'republican primaries have been a total sham, @realDonaldTrump is getting the screw job.', 'Trump')
(u'Georgia, USA', '|', u"@realDonaldTrump   Why is it that your kids can't vote in NY?? Because they inherited incompetence from their dad??", 'Trump')
(u'South Carolina, USA', '|', u'@tedcruz @realDonaldTrump  We know your sorry record. You have pissed on the U.S. Flag. Bible says, Be sure your sins will find U out', 'Trump')
(u'Bethesda, MD', '|', u"@kath_krueger @TPM You sure Trump wasn't referring to change parties deadline-- which was October. Maybe they were registered as Dems?", 'Trump')
(u'Lake Junaluska, NC', '|', u"As a parent I took my children to register to vote when they turned 18. Guess voting wasn't important to the Trumps! https://t.co/ILT7BnkAxi", 'Trump')
(u'Stratford, CT', '|', u'@USATrustTrump I added you to the Trump train&lt;:)', 'Trump')
(u'Fort Wayne, IN', '|', u'Your the crook @realDonaldTrump  https://t.co/yqhSPzfBvx', 'Trump')
(u'Michigan, USA', '|', u'@Jarjarbug @realdonaldtrump is not going to attack a friend. https://t.co/Kb7dj11RuP', 'Trump')
(u'California, USA', '|', u"That is so true, the RINO's or establishment don't want to lose their money/power train if Trump wins https://t.co/W037IsSPev", 'Trump')
(u'North Carolina, USA', '|', u'.@cologop .@tedcruz #NEVER TRUMP   https://t.co/hxU5EBgeAg  via @YouTube #CruzSexScandal https://t.co/lyJ3BGug7W', 'Trump')
(u'Maryland, USA', '|', u'@CruzinAhead @Scgator1414 @realDonaldTrump Opposites attract?', 'Trump')
(u'Distrito de Columbia, USA', '|', u'@NewDay @realDonaldTrump Trump is playing in the political talks very badly in the American people is a paradise fisical can affect problem', 'Trump')
(u'Georgia, USA', '|', u'@foxandfriends @rose10052 @realDonaldTrump   They should feel very incompetent.... Losers like their dad.', 'Trump')
(u'West Goshen, PA', '|', u"@YahyaJohn I am always amused when people criticize Trump just brecause he doesn't agree  your bullshit progressive agenda which has failed", 'Trump')
(u'Alexandria, VA', '|', u"Wait? You mean @realDonaldTrump didn't tell the truth?! #Shocked  https://t.co/x7MTVDtXbk", 'Trump')
(u'Detroit, MI', '|', u"I thought the Trumps live in New York. Maybe they don't vote.", 'Trump')
(u'Chelmsford, MA', '|', u'Report: @realDonaldTrump Trump Gave $0 to Charity\nhttps://t.co/qDPoXKMyCK', 'Trump')
(u'Glen Ridge, NJ', '|', u"@alexburnsNYT @PollsterJulia It's not about losing blocs, it's about saving the country from a madman. It's bigger than that. #nevertrump", 'Trump')
(u'Guilford, CT', '|', u'@realDonaldTrump @DRJAMESCABOT @myGianLuca Ted Cruz supporters are soooo normal nothing like the Muslims..or r they\U0001f914 https://t.co/CHQPXPDrJx', 'Trump')
(u'Chicago, IL', '|', u'#neverttump #republican #foxnews #Colorado #GOP claims someone hacked their Twitter account to post #antiTrump tweet https://t.co/sADMpdTPPh', 'Trump')
(u'Stratford, CT', '|', u'@TrumpetingTrump Adding you to the Trump train&lt;:)', 'Trump')
(u'Boston, MA', '|', u'.@realDonaldTrump cries foul over process as he presses campaign forward https://t.co/BV5LWqNJVG https://t.co/kR0bhnPrX1', 'Trump')
(u'North Carolina, USA', '|', u'Here is the Difference:\n@tedcruz Oh Canada, my home and native land.....\n@realDonaldTrump Born in the U.S.A., I was Born in the U.S.A....', 'Trump')
(u'West Virginia, USA', '|', u"This is the same fox/national enquirer poll that showed trump winning WI.by 10% can't trust fox (trump) news anymore https://t.co/MNAq76jkp0", 'Trump')
(u'Secaucus, NJ', '|', u'@BreitbartNews @BobbieLuvTrump HUSSEIN Obama is a liar! Who cares what he says!', 'Trump')
(u'Broomfield, CO', '|', u'@AnnKateri04 @ariarmstrong @cologop Not true. Del. candidates could bind themselves if they chose. Trump dels. generally rejected at caucus.', 'Trump')
(u'Georgia, USA', '|', u'Ivanka and Eric Trump are  LOSERS ....  #neverTrump', 'Trump')
(u'Mattoon, IL', '|', u'Fox News campaigns for Trump.  #never Trump ##never fox news https://t.co/pEKcpqYolp', 'Trump')
(u'Washington, DC', '|', u"Turns out two of Trump's kids forgot to register to vote for their dad. Most awkward Thanksgiving ever. https://t.co/s06NQNVz6K", 'Trump')
(u'Virginia, USA', '|', u"@VilchikBoris @UncleRodge @WayneDupreeShow\nI agree. \nI see a trainwreck ahead if @realDonaldTrump doesn't quickly bag the signatures for 3p.", 'Trump')
(u'Cobleskill, NY', '|', u'Happy Monday #TGIM @realDonaldTrump hope your rally gets shut down. Aye @BernieSanders we can put you in the TU tonight!', 'Trump')
(u'Louisville, KY', '|', u'@Yossi718 @DrSueDVM @tedcruz @TeamTedCruz @IshYimini @conservadox @benshapiro @teddyschleifer @PatrickSvitek  TRUMP FOR PRESIDENT!', 'Trump')
(u'Pittsford, NY', '|', u'Good Morning @kirstiealley @realDonaldTrump #anybodybuthillary', 'Trump')
(u'Chapel Hill, NC', '|', u'#My2WordNightmare Donald Trump', 'Trump')
(u'Amherst, NY', '|', u'The Donald Trump rally in Buffalo has been rescheduled to Monday April 18.', 'Trump')
(u'Colorado, USA', '|', u"@realDonaldTrump I am Colorado. I'm for Trump", 'Trump')
(u'Georgia, USA', '|', u'@akaMaude13 @rose10052   Trump himself never voted until he was over the age of 40.... the entire family is unpatriotic.', 'Trump')
(u'North Carolina, USA', '|', u'@worldnetdaily @realDonaldTrump @Bikers4Trump \nMoreover u Cruz-bots support a Charlatan/Politician-Only a Crook would b proud of cheating', 'Trump')
(u'Cherry Hill, NJ', '|', u"#Drumpf #supporters spreadingBig #lie Not going 2help #NeverTrump #win &gt; #Trump can't debate orTalk issues #Cruz2016 https://t.co/r0e4J1QklD", 'Trump')
(u'Vermont, USA', '|', u'@realDonaldTrump we are organizing a celebratory Cruise for all cruse supporters to sail right into the perfect storm DONALD J. TRIMP !!!!', 'Trump')
(u'Neenah, WI', '|', u'@LetItBurnUSA @TrumpOrWar Cruz has a phenomenon ground game. I think he can do it!! Millions will choose Anybody But Hillary!', 'Trump')
(u'North Carolina, USA', '|', u'.@cologop .@tedcruz #NEVER TRUMP https://t.co/hxU5EBgeAg  via @YouTube #CruzSexScandalVER https://t.co/OLnIdotFd9', 'Trump')
(u'Bakerstown, PA', '|', u'@realDonaldTrump @WayneDupreeShow @TimeHasCome1 @ThePatriot143 I would not bet the house on that so opp eole see right through him the edued', 'Trump')
(u'Texas, USA', '|', u'The loss of Wisconsin has really mixed up the Trump campaign. The guy in charge of racist comments is now in charge of sexist comments', 'Trump')
(u'Mount Pleasant, SC', '|', u'@vitalsguy @CGasparino @FoxNews wrong he had negatives nearly as high as Trump.', 'Trump')
(u'Romulus, MI', '|', u"Trump will bring us Liberty!  I can't wait to start winning again! #TrumpTrain #MAGA #GeorgeWashington #1776 #freedom", 'Trump')
(u'Baltimore, MD', '|', u"Donald Trump Challenges Washington's BipartisanWar Lobby: Developing A Foreign Policy For America https://t.co/0IJEHFwol7 via @NewsRepublic", 'Trump')
(u'Chicago, IL', '|', u"Don't forget send a post card today\n\nSpeaker of the House Paul Ryan\n1233 Longworth HOB\nWashington DC 20515\n\nNO TRUMP NO VOTE", 'Trump')
(u'Louisville, KY', '|', u"@jessied44 @marieann66 @Morning_Joe it's one many reasons for rise of Trump and Cruz", 'Trump')
(u'De Pere, WI', '|', u'Trump and his drones only condone anger when it is against their dear leader. #NeverTrump https://t.co/4qaIgh7sIz', 'Trump')
(u'Colorado, USA', '|', u"@IngrahamAngle @realDonaldTrump I am Colorado. I'm for Trump. This is turning into an ugly beast, so obvious what #gop is doing now. Unfair", 'Trump')
(u'Canandaigua, NY', '|', u"@realDonaldTrump thank you Mr. Trump.  Couldn't make it out but lots of videos from friends.  #MakeAmericaGreatAgain", 'Trump')
(u'Vestal, NY', '|', u'@MSNBC John Heilemann sits there in all his arrogance and offers nothing. Why have him and Halpern on. AntiTrump people. Dump me', 'Trump')
